BEDROOMS,PROPERTY TYPE,HAS GYM,EN SUITE,SWIMMING POOL,Has DSQ,Has GARDEN,LOCATION,SELLING PRICE 
7,Villa,0,1,0,0,0,Westlands,"600,000,000"
5,House,0,0,1,0,0,Karen,"245,403,755"
3,House,0,1,0,0,0,Juja,"6,750,000"
5,Townhouse,0,1,0,0,0,Lavington,"48,450,000"
4,Townhouse,0,1,0,1,0,Lavington,"50,000,000"
5,Townhouse,0,1,0,0,0,Donholm,"20,000,000"
4,House,0,0,1,0,0,Westlands,"69,500,000"
5,House,0,1,0,0,0,Westlands,"110,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"52,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"48,000,000"
5,House,0,1,0,0,0,Westlands,"110,000,000"
4,Townhouse,0,0,1,0,0,Westlands,"40,000,000"
4,Townhouse,0,1,0,0,0,Limuru,"20,000,000"
4,House,0,0,0,0,0,Karen,"69,000,000"
4,Townhouse,0,1,0,1,0,Westlands,"70,000,000"
4,House,0,1,0,0,0,Shanzu,"43,000,000"
5,Townhouse,0,1,0,1,0,Lavington,"50,000,000"
4,Villa,0,1,0,0,0,Bamburi,"8,950,000"
5,Townhouse,0,1,0,0,0,Lavington,"100,000,000"
4,House,0,1,0,0,0,Limuru,"25,000,000"
4,House,0,1,0,0,0,Nyali,"55,000,000"
5,House,0,1,0,0,0,Westlands,"75,000,000"
4,Townhouse,0,1,0,0,0,Syokimau,"15,000,000"
4,Villa,0,1,0,0,0,Vipingo,"75,000,000"
7,House,0,1,0,0,0,Westlands,"250,000,000"
4,House,0,1,0,0,0,Lavington,"67,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"6,500,000"
5,House,0,1,0,0,1,Roysambu,"90,000,000"
5,House,0,1,0,0,0,Karen,"95,000,000"
3,NOT PROVIDED,0,0,0,0,0,Nanyuki,"50,000,000"
5,House,0,1,0,0,0,Nyali Area,"25,000,000"
4,House,0,1,0,0,0,Kitengela,"6,000,000"
3,House,0,1,0,0,0,Kamulu Joska Malaa,"7,500,000"
3,Villa,0,1,0,0,0,Mtwapa,"26,500,000"
4,Villa,0,1,0,0,0,Ridgeways,"65,000,000"
5,House,0,1,0,0,0,Karen,"110,000,000"
4,House,0,0,0,0,0,Nanyuki,"81,420,000"
4,Villa,0,1,0,0,0,Kiambu Road,"28,000,000"
4,Townhouse,0,1,0,1,0,Lavington,"63,000,000"
6,House,0,1,0,0,0,Westlands,"82,000,000"
4,NOT PROVIDED,0,0,0,0,0,Vipingo,"67,000,000"
4,Townhouse,0,1,0,1,0,Syokimau,"18,000,000"
4,Townhouse,0,1,0,0,0,Ruiru,"13,000,000"
4,House,0,0,0,0,0,Westlands,"70,000,000"
3,House,0,1,0,0,0,Kiambu Road,"25,000,000"
4,NOT PROVIDED,0,0,0,0,0,Limuru,"50,000,000"
4,NOT PROVIDED,0,0,0,1,0,Westlands,"42,000,000"
5,House,0,0,0,0,0,Ruiru,"15,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"60,000,000"
5,Townhouse,0,1,0,1,0,Lavington,"110,000,000"
4,Villa,0,1,0,0,0,Roysambu,"59,000,000"
6,House,0,1,0,0,0,Ongata Rongai,"40,000,000"
6,NOT PROVIDED,0,0,0,0,0,Lavington,"150,000,000"
4,House,0,1,0,0,0,Ruiru,"22,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"50,000,000"
5,House,0,1,0,0,0,Mombasa Road Machakos,"15,800,000"
6,House,0,1,0,0,0,Nyali,"85,000,000"
5,House,0,0,0,0,0,Lavington,"63,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
3,House,0,1,0,0,0,Kamakis,"7,900,000"
4,Townhouse,0,1,0,0,0,Kitengela,"17,000,000"
3,House,0,1,0,1,0,Kitengela,"6,200,000"
5,Townhouse,0,1,0,0,0,Lavington,"75,000,000"
3,House,0,1,0,0,0,Athi River,"29,980,000"
4,Villa,0,1,0,0,0,Westlands,"47,000,000"
4,NOT PROVIDED,0,0,0,0,0,Bamburi,"200,000,000"
6,NOT PROVIDED,0,0,0,0,0,Nairobi,"165,000,000"
3,House,0,1,0,1,0,Kitengela,"9,950,000"
6,Villa,0,1,0,0,0,Lavington,"75,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"43,000,000"
5,House,0,1,0,0,0,Ruiru,"13,500,000"
4,House,0,0,0,0,0,Kitengela,"6,000,000"
4,House,0,1,0,0,0,Kiambu Road,"29,000,000"
3,Villa,0,1,0,0,0,Diani,"28,000,000"
4,House,0,1,0,0,0,Nyali Area,"38,000,000"
5,Townhouse,0,1,0,0,0,Langata,"27,000,000"
4,House,0,1,0,0,0,Syokimau,"18,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"61,000,000"
6,House,0,1,0,0,0,Westlands,"128,000,000"
3,House,0,0,1,0,0,Watamu,"22,000,000"
4,House,0,0,0,0,0,Karen,"47,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"50,000,000"
4,Villa,0,1,0,0,0,Kiambu Road,"30,000,000"
5,Villa,0,1,0,0,0,Ruiru,"65,000,000"
5,House,0,1,0,0,0,Westlands,"88,000,000"
4,House,0,0,0,0,0,Komarock,"18,000,000"
4,Villa,0,1,0,0,0,Kilifi County,"95,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
4,Villa,0,1,0,0,0,Ruiru,"13,100,000"
3,House,0,1,0,0,0,Kitengela,"6,200,000"
5,House,0,1,0,0,0,Shanzu,"45,000,000"
4,Villa,0,1,0,0,0,Diani,"100,000,000"
4,House,0,1,0,0,0,Westlands,"88,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"35,000,000"
4,Villa,0,1,0,0,0,Karen,"70,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"118,500,000"
5,House,0,1,0,0,0,Syokimau,"16,500,000"
2,Townhouse,0,1,0,0,0,Kilimani,"10,950,000"
3,NOT PROVIDED,0,0,0,1,0,Ngumo Estate,"18,000,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"70,000,000"
4,NOT PROVIDED,0,0,0,0,0,Githunguri,"9,500,000"
2,Villa,0,1,0,0,0,Kilifi,"4,600,000"
5,Townhouse,0,1,0,0,0,Lavington,"68,000,000"
4,House,0,1,0,0,0,Syokimau,"24,500,000"
3,House,0,1,0,0,0,Kitengela,"5,800,000"
3,House,0,1,0,0,0,Nyali,"36,000,000"
4,House,0,1,0,0,0,Malindi,"40,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"37,000,000"
5,House,0,1,0,0,0,Malindi,"20,000,000"
4,Townhouse,0,0,0,0,1,Lavington,"68,000,000"
3,Townhouse,0,1,0,1,0,Donholm,"12,500,000"
6,NOT PROVIDED,0,0,0,0,0,Watamu,"45,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"32,000,000"
5,House,0,0,0,0,0,Westlands,"85,000,000"
3,House,0,1,0,0,0,Naivasha,"40,000,000"
5,House,0,1,0,0,0,Westlands,"180,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"55,000,000"
4,NOT PROVIDED,0,0,0,0,0,Imara Daima,"20,000,000"
3,Townhouse,0,1,0,1,0,Limuru,"15,000,000"
3,House,0,1,0,0,0,Kamulu Joska Malaa,"8,150,000"
5,House,1,0,0,0,0,Ruiru,"25,500,000"
4,House,0,1,0,0,0,Mombasa Island,"75,000,000"
3,House,0,0,0,0,0,Nakuru,"5,500,000"
5,House,0,1,0,0,0,Westlands,"150,000,000"
4,House,0,1,0,0,0,Karen,"65,000,000"
4,Villa,0,1,0,0,0,Lavington,"68,000,000"
4,Villa,0,1,0,1,0,Kiambu Road,"29,900,000"
3,House,0,0,0,0,0,Ruiru,"7,500,000"
4,House,0,1,0,0,0,Westlands,"90,000,000"
5,House,0,1,0,0,0,Kiambu Road,"63,950,000"
3,House,0,1,0,0,0,Kitengela,"6,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"8,500,000"
4,Townhouse,0,1,0,0,0,South B,"12,000,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"50,000,000"
5,Villa,0,1,0,0,0,Ongata Rongai,"30,000,000"
7,House,0,1,0,0,0,Watamu,"33,000,000"
5,Villa,0,1,0,0,0,Ongata Rongai,"30,000,000"
4,House,0,1,0,0,0,Syokimau,"16,000,000"
4,House,0,1,0,0,0,Karen,"85,000,000"
7,House,0,0,0,0,0,Westlands,"165,000,000"
4,House,0,1,0,0,0,Westlands,"105,000,000"
4,Townhouse,0,1,0,1,0,Syokimau,"18,000,000"
5,House,0,1,0,0,0,Muthaiga,"550,000,000"
4,House,0,1,0,0,0,Embakasi,"12,500,000"
3,Villa,0,1,0,0,0,Kiambu Road,"26,000,000"
5,House,0,0,1,0,0,Westlands,"70,000,000"
5,Villa,0,1,0,0,0,Lavington,"80,000,000"
4,House,0,1,0,0,0,Kiambu Road,"37,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"135,000,000"
4,Townhouse,0,1,0,0,0,Mkomani,"42,000,000"
4,Townhouse,0,1,0,0,0,Ruiru,"20,000,000"
7,House,0,1,0,0,0,Westlands,"135,000,000"
4,House,0,1,0,0,0,Westlands,"120,000,000"
4,Townhouse,0,1,0,0,0,Syokimau,"19,700,000"
3,House,0,1,0,0,0,Thika Road,"6,750,000"
3,Townhouse,0,1,0,0,0,Kiambu Road,"25,000,000"
3,House,0,0,0,0,0,Ruiru,"7,500,000"
6,Townhouse,0,0,1,0,0,Westlands,"295,000,000"
4,Villa,0,1,0,0,1,Roysambu,"27,000,000"
4,House,0,1,0,0,0,Karen,"49,500,000"
7,Villa,0,1,0,0,0,Mtwapa,"80,000,000"
3,House,0,1,0,0,1,Kiambu Road,"50,000,000"
5,Townhouse,0,0,0,0,0,Westlands,"39,500,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"70,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"48,000,000"
4,Villa,0,1,0,0,0,Shanzu,"45,000,000"
4,House,0,1,0,0,0,Kamulu Joska Malaa,"7,800,000"
3,House,0,1,0,0,0,Ruiru,"8,500,000"
4,Villa,0,1,0,0,0,Nyali,"50,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"83,000,000"
4,House,0,1,0,0,0,Kiambu Road,"30,000,000"
2,House,0,1,0,0,0,Syokimau,"9,500,000"
5,House,0,1,0,0,0,Westlands,"100,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"30,000,000"
5,NOT PROVIDED,0,0,0,0,0,Vipingo,"120,000,000"
2,House,0,1,0,0,0,Malindi,"16,000,000"
5,House,0,1,0,0,0,Westlands,"120,000,000"
1,House,0,1,0,0,0,Denis Prit Road.,"6,500,000"
3,House,0,1,0,0,0,Kitengela,"12,500,000"
3,House,0,1,0,1,0,Kitengela,"7,200,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"32,000,000"
4,Townhouse,0,1,0,1,0,Redhill,"45,000,000"
4,Townhouse,0,1,0,0,0,Shanzu,"45,000,000"
3,House,0,1,0,0,0,Buruburu,"10,000,000"
3,House,0,1,0,0,0,Kitengela,"6,500,000"
6,Townhouse,0,1,0,1,0,Lavington,"55,000,000"
4,Townhouse,0,1,0,1,0,Lavington,"65,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"40,000,000"
3,Townhouse,0,1,0,0,0,Kitengela,"9,000,000"
3,House,0,1,0,0,0,Mtwapa,"6,500,000"
4,House,0,1,0,0,0,Kenyatta Road,"7,500,000"
4,House,0,1,0,0,0,Westlands,"72,000,000"
4,House,0,1,0,0,0,Nyali Area,"140,000,000"
4,House,0,0,0,0,0,Ngong,"16,500,000"
3,House,0,1,0,0,0,Kilifi,"25,000,000"
5,House,0,1,0,0,0,Muthaiga,"550,000,000"
3,House,0,0,1,0,0,Kilifi County,"65,000,000"
6,House,0,1,0,0,0,Karen,"180,000,000"
4,House,0,1,0,0,0,Roysambu,"123,000,000"
5,House,0,1,0,0,0,Muthaiga,"190,000,000"
4,House,0,1,0,0,0,Lavington,"60,000,000"
3,House,0,1,0,1,0,Syokimau,"14,000,000"
3,House,0,0,0,0,0,Vipingo,"68,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"95,000,000"
4,Villa,0,1,0,0,0,Westlands,"130,000,000"
4,Villa,0,1,0,0,0,Ruiru,"12,600,000"
4,House,0,1,0,0,0,Muthaiga,"36,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"7,500,000"
3,Villa,0,1,0,0,0,Kilifi County,"42,000,000"
4,Townhouse,0,1,0,0,0,Kitengela,"17,000,000"
6,Townhouse,0,1,0,1,0,Lavington,"55,000,000"
4,House,0,1,0,0,0,Karen,"75,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"130,000,000"
5,House,0,1,0,0,0,Westlands,"550,000,000"
5,House,0,1,0,0,0,Karen,"120,000,000"
4,Townhouse,0,1,0,0,0,South B,"20,000,000"
5,Townhouse,0,1,0,1,0,Kileleshwa,"52,000,000"
4,Villa,0,1,0,0,0,Ruiru,"15,500,000"
5,House,0,1,0,0,0,Kiambu Road,"90,000,000"
4,Townhouse,0,1,0,0,0,Limuru,"50,000,000"
4,Villa,0,1,0,0,0,Karen,"75,000,000"
3,NOT PROVIDED,0,0,0,0,0,Langata,"12,500,000"
4,House,0,1,0,0,0,Nyali Area,"50,000,000"
3,House,0,0,0,0,0,Kitengela,"10,500,000"
5,House,0,1,0,0,0,Thika,"30,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"200,000,000"
3,House,0,1,0,0,0,Kitengela,"9,500,000"
3,Townhouse,0,1,0,0,0,Westlands,"38,500,000"
3,House,0,0,0,0,0,Ongata Rongai,"6,500,000"
4,House,0,1,0,0,0,Kiambu Road,"36,000,000"
3,House,0,1,0,0,0,Nyali,"30,000,000"
6,Villa,0,1,0,0,0,Lavington,"120,000,000"
5,Townhouse,0,1,0,0,0,Komarock,"9,000,000"
5,House,0,1,0,0,0,Westlands,"100,000,000"
5,House,0,1,0,0,0,Karen,"299,700,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"95,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"60,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"58,000,000"
5,Townhouse,0,1,0,0,0,Karen,"180,000,000"
4,NOT PROVIDED,0,0,0,0,0,Limuru,"17,500,000"
5,House,0,0,0,0,0,Karen,"95,000,000"
4,House,0,1,0,0,0,Ruiru,"28,500,000"
6,Townhouse,0,1,0,0,0,Langata,"28,250,000"
5,Villa,0,1,0,1,0,Karen,"99,000,000"
5,Villa,0,1,0,0,0,Diani,"68,000,000"
4,House,0,1,0,0,0,Athi River,"22,500,000"
6,Villa,0,1,0,0,0,Kikambala,"28,500,000"
5,Villa,0,1,0,0,0,Kiambu Road,"65,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"49,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"40,000,000"
3,NOT PROVIDED,0,0,0,0,0,Kikambala,"15,000,000"
6,Villa,0,1,0,0,0,Mtwapa,"38,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"260,000,000"
6,House,0,1,0,0,0,Ruiru,"28,000,000"
5,House,0,0,0,0,0,Westlands,"40,000,000"
6,Villa,0,1,0,0,0,Lavington,"121,000,000"
5,Villa,0,1,0,0,0,Thika,"24,000,000"
4,Townhouse,0,1,0,0,0,Kikuyu,"12,500,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"36,000,000"
5,Villa,0,1,0,0,0,Karen,"78,000,000"
4,House,0,1,0,0,0,Westlands,"200,000,000"
4,Villa,0,1,0,0,0,Ruiru,"12,500,000"
3,House,0,1,0,0,0,Ruiru,"7,300,000"
4,House,0,1,0,0,0,Ngong,"27,000,000"
4,House,0,1,0,0,0,Ruiru,"12,000,000"
4,Villa,0,1,0,0,0,Lavington,"88,000,000"
3,House,0,0,1,0,0,Mtwapa,"39,000,000"
5,Townhouse,0,1,0,0,0,Athi River,"43,580,000"
4,Villa,0,1,0,0,0,Bamburi,"8,950,000"
4,NOT PROVIDED,0,0,0,0,0,Vipingo,"21,000,000"
5,House,0,1,0,0,0,Westlands,"150,000,000"
4,House,0,0,1,0,0,Kiambu Road,"34,450,000"
4,House,0,0,0,0,0,Bamburi,"15,000,000"
8,House,0,1,0,0,0,Nyali,"25,000,000"
3,House,0,1,0,0,0,Ongata Rongai,"6,500,000"
6,NOT PROVIDED,0,0,0,0,0,Muthaiga,"350,000,000"
4,House,0,1,0,0,0,Ruiru,"25,000,000"
4,House,0,1,0,0,0,Athi River,"12,000,000"
3,House,0,0,0,0,0,Kitengela,"6,200,000"
6,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
4,House,0,1,0,0,0,Kilimani,"36,000,000"
5,House,0,0,0,0,0,Westlands,"47,500,000"
5,NOT PROVIDED,0,0,0,0,0,Nairobi,"75,000,000"
3,House,0,1,0,0,1,Kitengela,"10,000,000"
3,NOT PROVIDED,0,0,0,0,0,Kitengela,"6,000,000"
4,Townhouse,0,1,0,0,0,Nyali,"13,000,000"
5,Townhouse,0,1,0,1,0,Kileleshwa,"55,000,000"
4,House,0,1,0,0,0,Kiambu Road,"37,000,000"
3,House,0,1,0,0,0,Kitengela,"6,300,000"
5,Townhouse,0,1,0,1,0,Westlands,"67,000,000"
4,Villa,0,1,0,0,0,Athi River,"25,000,000"
6,Villa,0,1,0,0,0,Lavington,"110,000,000"
3,House,0,1,0,0,0,Kenyatta Road,"9,500,000"
5,House,0,1,0,0,0,Lavington,"80,000,000"
5,House,0,0,0,0,0,Westlands,"100,000,000"
3,Townhouse,0,1,0,0,0,Ruiru,"29,000,000"
5,House,0,1,0,0,0,Syokimau,"24,000,000"
4,House,0,0,0,0,0,Karen,"55,000,000"
5,NOT PROVIDED,0,0,0,0,0,Nyali,"100,000,000"
3,House,0,1,0,0,0,Bamburi,"14,000,000"
2,Townhouse,0,1,0,0,0,Mtwapa,"18,000,000"
4,Townhouse,0,1,0,0,0,Karen,"75,000,000"
3,Townhouse,0,1,0,0,0,South C,"16,500,000"
4,Villa,0,1,0,1,0,Ngong,"24,500,000"
3,House,0,0,0,0,0,Kitengela,"6,500,000"
5,House,0,1,0,0,0,Westlands,"135,000,000"
6,Villa,0,1,0,0,0,Mtwapa,"50,000,000"
3,House,0,1,0,0,0,Ngong,"7,500,000"
3,Villa,0,1,0,0,0,Bofa,"40,000,000"
5,Townhouse,0,1,0,1,0,Lavington,"63,000,000"
5,House,0,1,0,0,0,Westlands,"80,000,000"
4,NOT PROVIDED,0,0,0,0,0,Nyali,"33,000,000"
4,NOT PROVIDED,0,0,0,0,0,Kilimani,"49,000,000"
3,House,0,1,0,0,0,Imara Daima,"11,000,000"
3,House,0,1,0,0,0,Kitengela,"6,700,000"
7,NOT PROVIDED,0,0,0,0,0,Westlands,"85,000,000"
3,Townhouse,0,1,0,1,0,Roysambu,"18,500,000"
4,Townhouse,0,1,0,0,0,Langata,"26,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"65,000,000"
3,House,0,1,0,0,0,Kitengela,"6,200,000"
5,NOT PROVIDED,0,0,0,0,0,South C,"26,000,000"
4,Villa,0,1,0,0,0,Bofa,"140,000,000"
3,Townhouse,0,1,0,0,0,Mtwapa,"6,500,000"
4,Townhouse,0,1,0,0,0,Ngong,"17,500,000"
5,NOT PROVIDED,0,0,0,0,0,Kisauni,"35,000,000"
3,Townhouse,0,1,0,0,0,Kiambu Road,"25,000,000"
6,House,0,1,0,0,0,Bamburi,"38,500,000"
3,House,0,1,0,0,0,Kitengela,"6,200,000"
5,NOT PROVIDED,0,0,0,0,0,Westlands,"50,000,000"
4,Townhouse,0,1,0,0,0,South C,"20,950,000"
7,House,0,1,0,0,0,Westlands,"130,000,000"
4,Townhouse,0,1,0,1,0,Kilimani,"40,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"150,000,000"
4,Townhouse,0,1,0,0,0,Syokimau,"12,000,000"
4,Villa,0,1,0,0,0,Athi River,"13,000,000"
3,House,0,1,0,0,0,Kitengela,"4,500,000"
5,Townhouse,0,1,0,0,0,Westlands,"68,500,000"
3,House,0,1,0,0,0,Ongata Rongai,"6,500,000"
4,Townhouse,0,1,0,0,0,Ngong,"24,500,000"
3,Townhouse,0,0,1,1,0,Kiambu Road,"35,000,000"
5,House,0,1,0,0,0,Westlands,"85,000,000"
5,House,0,1,0,0,0,Roysambu,"23,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"65,000,000"
3,House,0,0,0,1,0,Nairobi West,"15,000,000"
3,House,0,1,0,0,0,Juja,"6,750,000"
5,House,0,1,0,0,0,Westlands,"85,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"32,000,000"
4,House,0,1,0,0,0,Kitengela,"6,000,000"
4,Townhouse,0,1,0,1,0,Westlands,"32,000,000"
4,House,0,1,0,0,0,Kilimani,"46,000,000"
4,House,0,0,0,0,0,South C,"22,500,000"
5,Townhouse,0,1,0,0,0,Kilimani,"40,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"135,000,000"
4,House,0,1,0,0,0,Kitengela,"7,400,000"
3,House,0,1,0,0,0,Ruiru,"9,250,000"
3,House,0,0,0,0,0,Kitengela,"5,500,000"
4,NOT PROVIDED,0,0,0,0,0,Buruburu,"23,000,000"
5,Townhouse,0,1,0,1,0,Lavington,"55,000,000"
3,NOT PROVIDED,0,0,0,0,0,Ngumo Estate,"19,000,000"
5,Townhouse,0,1,0,0,0,Westlands,"100,000,000"
4,House,0,1,0,0,0,Syokimau,"15,500,000"
6,Villa,0,1,0,0,0,Lavington,"121,000,000"
6,House,0,1,0,0,0,Shanzu,"340,000,000"
3,Villa,0,1,0,0,0,Mtwapa,"7,500,000"
6,House,0,0,0,0,0,Limuru,"90,000,000"
3,Townhouse,0,1,0,0,0,Ruiru,"8,500,000"
6,House,0,1,0,0,0,Westlands,"150,000,000"
6,House,0,1,0,0,0,Westlands,"120,000,000"
6,House,0,1,0,0,0,Karen,"135,000,000"
3,House,0,1,0,0,0,Juja,"10,500,000"
4,House,0,1,0,0,0,Kitengela,"6,200,000"
3,House,0,1,0,0,0,Nyali,"28,000,000"
1,House,1,0,0,0,0,Kitengela,"15,000,000"
5,NOT PROVIDED,0,0,0,0,0,Nyali,"480,000,000"
4,House,0,0,0,0,0,Karen,"70,000,000"
4,House,0,1,0,0,0,Kenyatta Road,"39,000,000"
4,Townhouse,0,0,0,0,0,Lavington,"85,000,000"
6,House,0,1,0,0,0,Westlands,"125,000,000"
6,House,0,1,0,0,0,Westlands,"115,000,000"
4,Townhouse,0,1,0,1,0,Ruiru,"28,000,000"
3,Villa,0,1,0,0,0,Diani,"6,950,000"
4,House,0,1,0,0,0,Kiambu Road,"22,000,000"
5,NOT PROVIDED,0,0,0,0,0,Lavington,"65,000,000"
6,NOT PROVIDED,0,0,0,0,0,Diani,"180,000,000"
5,House,0,0,1,0,0,Lavington,"80,000,000"
4,Villa,0,1,0,0,0,Ruiru,"18,500,000"
6,House,0,1,0,0,0,Karen,"150,000,000"
3,Townhouse,0,1,0,0,0,Westlands,"16,000,000"
5,House,0,1,0,0,0,Westlands,"280,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"80,000,000"
5,House,0,1,0,0,0,Ruiru,"19,500,000"
5,NOT PROVIDED,0,0,0,0,0,Westlands,"55,000,000"
3,Townhouse,0,0,0,0,0,Westlands,"45,000,000"
5,House,0,1,0,0,0,Westlands,"100,000,000"
4,House,0,1,0,0,0,Mombasa Road,"15,000,000"
4,Townhouse,0,1,0,0,0,Changamwe,"14,000,000"
5,Townhouse,0,1,0,0,0,Langata,"27,000,000"
5,Villa,0,1,0,0,0,Lavington,"58,000,000"
1,Villa,0,1,0,0,0,Mombasa Island,"600,000,000"
2,House,0,1,0,0,0,Naivasha,"87,000,000"
3,House,0,1,0,0,0,Ruiru,"8,600,000"
6,House,0,1,0,0,0,Lavington,"110,000,000"
3,House,0,1,0,0,0,Kenyatta Road,"5,800,000"
5,Villa,0,1,0,0,0,Karen,"115,000,000"
4,House,0,1,0,0,0,Muchatha and Banana,"17,500,000"
4,Townhouse,0,1,0,0,0,Limuru,"55,000,000"
4,House,0,1,0,0,0,Karen,"65,000,000"
4,House,0,1,0,0,0,Karen,"80,000,000"
3,Townhouse,0,1,0,0,1,Mtwapa,"7,500,000"
4,Townhouse,0,1,0,0,0,Kitengela,"11,500,000"
5,Villa,0,1,0,0,0,Ngong,"16,500,000"
4,Villa,0,1,0,0,0,Nyali,"62,000,000"
4,House,0,1,0,0,0,Nyali Area,"40,000,000"
6,Villa,0,1,0,0,0,Westlands,"75,000,000"
4,Villa,0,1,0,0,0,Machakos County,"20,000,000"
3,House,0,1,0,0,0,Ruiru,"12,500,000"
4,House,0,1,0,0,0,Syokimau,"23,000,000"
4,NOT PROVIDED,0,0,0,0,0,Westlands,"39,000,000"
5,House,0,0,1,0,0,Langata,"145,000,000"
4,House,0,1,0,0,0,Nyali,"45,000,000"
4,Townhouse,0,1,0,0,0,Lavington,"75,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"43,000,000"
3,House,0,1,0,1,0,Thika Road,"6,750,000"
5,House,0,1,0,0,0,Westlands,"150,000,000"
5,House,0,1,0,0,0,Ruiru,"14,150,000"
5,House,0,1,0,0,0,Kileleshwa,"270,000,000"
4,House,0,1,0,0,0,Westlands,"300,000,000"
4,NOT PROVIDED,0,0,0,0,0,Kiserian,"65,000,000"
4,NOT PROVIDED,0,0,0,0,0,Karen,"180,000,000"
5,House,0,1,0,0,0,Westlands,"130,000,000"
3,NOT PROVIDED,0,0,0,0,0,Malindi,"18,000,000"
3,NOT PROVIDED,0,0,0,0,0,Ukunda,"42,000,000"
4,House,0,1,0,0,0,Kitengela,"16,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"66,000,000"
3,Villa,0,1,0,0,0,Limuru,"50,000,000"
4,House,0,1,0,0,0,Changamwe,"8,000,000"
4,Villa,0,1,0,0,0,Thika,"27,000,000"
4,House,0,1,0,0,0,Shanzu,"17,500,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"32,000,000"
5,NOT PROVIDED,0,0,0,0,0,Roysambu,"25,000,000"
4,House,0,1,0,0,0,Ruiru,"17,500,000"
3,House,0,1,0,0,0,Westlands,"684,000,000"
4,House,0,1,0,0,0,Limuru,"14,000,000"
3,House,0,1,0,1,0,Kitengela,"10,000,000"
3,House,0,1,0,0,0,Kitengela,"6,500,000"
5,House,0,1,0,0,0,Karen,"105,000,000"
4,NOT PROVIDED,0,0,0,0,0,Bamburi,"11,500,000"
5,House,0,0,1,0,0,Naivasha,"75,000,000"
5,Townhouse,0,1,0,0,0,Lavington,"50,000,000"
4,Townhouse,0,1,0,0,0,Westlands,"34,000,000"
4,House,0,1,0,0,0,Langata,"20,000,000"
5,House,0,1,0,0,0,Ruiru,"30,000,000"
3,NOT PROVIDED,0,0,0,0,0,Lavington,"235,000,000"
5,NOT PROVIDED,0,0,0,0,0,Ridgeways,"80,000,000"
5,Townhouse,0,1,0,0,0,Nyali,"90,000,000"
4,Villa,0,1,0,0,0,Bamburi,"16,500,000"
6,Villa,0,1,0,0,0,Kenyatta Road,"28,000,000"
7,House,0,1,0,0,0,Westlands,"120,000,000"
4,Townhouse,0,1,0,0,0,Kiambu Road,"30,000,000"
4,House,0,1,0,0,0,Kitengela,"11,000,000"
3,House,0,1,0,0,0,Ruiru,"8,500,000"
4,Townhouse,0,0,1,0,0,Westlands,"34,400,000"
6,House,0,1,0,0,0,Westlands,"90,000,000"
5,House,0,1,0,0,0,Mombasa Island,"58,000,000"
4,Villa,0,1,0,0,0,Syokimau,"14,500,000"
